pair_address,token_address,estrato,sync_count,mint_count,burn_count,transfer_count,token0_decimals,token1_decimals,first_block,last_block,lifespan_blocks,active_days,last_event_type,terminal_burn_flag,transfers_count,unique_senders,unique_recipients,total_value,top3_n,concentration_top3,burn_ratio
0xb84f3bc47f20ab341706e7e2f1e2fce395ef2aa9,0xd250a5f4309ef16a6a4304d65160f83c1584081e,bajo,12,1,1,4,18,18,10952484.0,10952550.0,66.0,0.010983796296296297,burn,1.0,14.0,5.0,11.0,9.643584383604239e+24,6.0,0.42857142857142855,0.5
0xd83f3e16ab538897466668ce6ab7f7c348f23931,0xe58d9b332affb9a77996dff6ddad5dde46352057,bajo,6,1,1,4,18,18,11144636.0,11144665.0,29.0,0.004907407407407407,burn,1.0,9.0,5.0,7.0,8.173181897675537e+24,5.0,0.5555555555555556,0.5
0x0ae22e9074fe2033848d6151d9444914fe758bad,0x708289b33f06b72c822164ac99e074c03f0f4145,bajo,14,1,1,4,18,18,10739821.0,10745821.0,6000.0,0.9179398148148148,burn,1.0,17.0,5.0,14.0,1.8999985107556916e+22,6.0,0.35294117647058826,0.5
0x8a5b034df73873f2c81533218d9416d9b9c05d95,0xf0757c30c665b557c2fd73ce18bc5f99411a542e,bajo,11,1,1,4,18,18,10720737.0,10720805.0,68.0,0.011180555555555555,burn,1.0,12.0,7.0,8.0,2.2518971978314333e+25,7.0,0.5833333333333334,0.5
0x10cd8cf67aa710bc14943aeb5357fcff4a1b6ef9,0xf7bc77ca3800acbc939b990c9b4eeb88fc7e8278,bajo,8,1,1,4,18,18,11197018.0,11197130.0,112.0,0.01675925925925926,burn,1.0,10.0,5.0,8.0,4.971275963034425e+22,5.0,0.5,0.5
0x6310a0faa9972c7e62b93bb36c1827252fedca85,0xfc49de2e7f5dbfdc3f457b31f6aff834175aec85,bajo,19,1,1,4,18,18,11400290.0,11405027.0,4737.0,0.7321643518518518,burn,1.0,184.0,10.0,174.0,1.708447055488936e+26,11.0,0.059782608695652176,0.5
0x2a1573ac7a76c0d990379238ef42322f925bc53b,0x02322569685a2fa5090fafae905208abb64a847e,bajo,18,1,1,4,18,18,12184687.0,12189734.0,5047.0,0.7698148148148148,burn,1.0,20.0,4.0,18.0,1.4304223099756412e+26,5.0,0.25,0.5
0x40b7e67650a27c7a47bfa914f197c4ec92cb6e9f,0x799a4111521be769e84eb62479554d0daaf9f0b4,bajo,20,1,1,4,18,18,12647464.0,12647616.0,152.0,0.02476851851851852,burn,1.0,22.0,6.0,19.0,2.014566230878776e+33,6.0,0.2727272727272727,0.5
0x2efd5c49971a75eecfa00f537b413ab8cba215aa,0x37e5226eccf600700d350f9feadb753a75bfb0e8,bajo,7,1,1,4,18,18,12577298.0,12577461.0,163.0,0.02087962962962963,burn,1.0,9.0,4.0,8.0,1.9924294711053678e+33,4.0,0.4444444444444444,0.5
0xb756d2a1758ddfd5f947fd6d2af4703efa54662a,0x5f94bdd4ca94940a359982e58132e42bf4f6d377,bajo,7,2,2,7,18,18,11484305.0,11485658.0,1353.0,0.20546296296296296,burn,1.0,9.0,3.0,5.0,1.1584191569451573e+24,7.0,0.7777777777777778,0.6666666666666666
0x3d1f78b0d0499c73cabffbc9f8110b0fc027ee17,0x1338d06f4b945353f0e161acc32d5928bbf93958,bajo,13,1,1,4,18,18,12859213.0,12859242.0,29.0,0.005416666666666667,burn,1.0,16.0,6.0,13.0,2.7681372987788436e+33,6.0,0.375,0.5
0x64585ad1ed451157dd700ed0ea8f6430d162643e,0xb1d0d48911bd1910efdbad39ab44aff22417404f,bajo,19,1,1,4,18,18,12802822.0,12802940.0,118.0,0.01800925925925926,burn,1.0,21.0,8.0,11.0,4.397554164950249e+26,13.0,0.6190476190476191,0.5
0xa00088d14a911678d3721374f643dc592f7bae05,0x4f9c68bc906f3c9dd059e4bcc55c0b5528d7407b,bajo,6,1,1,4,18,18,10772304.0,10772351.0,47.0,0.008113425925925927,burn,1.0,15.0,4.0,8.0,1.0273131925296385e+28,10.0,0.6666666666666666,0.5
0x904dd42c230b423e1c4c5bf0eab50e97171f72ec,0x39b0562c72ffbb2f9285ea55d9f2c3260bb01165,bajo,26,1,0,3,18,18,12544535.0,12544859.0,324.0,0.050138888888888886,sync,0.0,28.0,8.0,17.0,1.0421424066234191e+26,14.0,0.5,0.0
0xdc31b88094f5ceea0505d375e8b104741c787210,0xb4437e1c6191c4614d6ce18e3744954b7d944b3d,bajo,10,1,1,4,18,18,11164648.0,11167306.0,2658.0,0.4050810185185185,burn,1.0,12.0,4.0,11.0,5.002968454083925e+27,4.0,0.3333333333333333,0.5
0x50e93f340f0ba3cf43e61b5df434f5d0f69afb33,0x05c02fa48907c2814128e2d013b8efaba2e250d7,bajo,20,3,3,10,18,18,10991764.0,11015047.0,23283.0,3.645787037037037,burn,1.0,26.0,9.0,11.0,1.0616532335350818e+27,17.0,0.6538461538461539,0.75
0xd0c89a422592c12a714a102bffeedb1f10044c04,0x6ed75b4f83c94fe9f8548393e578a179d83e14a8,bajo,13,1,1,4,18,18,12552252.0,12552610.0,358.0,0.05662037037037037,burn,1.0,16.0,4.0,12.0,2.7948389128621337e+32,7.0,0.4375,0.5
0xfb8864927ba97f3e50e747b64b9d814d791986d5,0x414fbd0709a1f8ae453feb5cc081cfc67f125f43,bajo,8,1,1,4,18,18,10786907.0,10786928.0,21.0,0.004085648148148148,burn,1.0,23.0,6.0,10.0,5.750369422894098e+24,15.0,0.6521739130434783,0.5
0xfebe79aa038df12e18871db1bef31737cf946bf9,0x49adea0385db0291bf6730f832b8a230cf432fa9,bajo,24,1,1,4,18,18,12151379.0,12151656.0,277.0,0.04331018518518519,burn,1.0,26.0,9.0,8.0,1.5031875117724295e+24,20.0,0.7692307692307693,0.5
0x4e20bf4f0685932d8f12ca51f03ad36ff0619763,0x5e73b40b0656188fca2108dc68cba930b3d2b88a,bajo,23,2,2,7,15,18,10575881.0,10582500.0,6619.0,1.0263657407407407,burn,1.0,26.0,13.0,16.0,3.4264677084583864e+22,13.0,0.5,0.6666666666666666
0x4a6e71307f28f852b57690d4fa4b808d3c9d0bd2,0x2e3832826fc298a101253d31bc422425aae7eaa2,bajo,8,1,1,4,18,18,11117555.0,11117592.0,37.0,0.005868055555555555,burn,1.0,10.0,5.0,7.0,6.464226588845213e+21,6.0,0.6,0.5
0x5916390dd5a2f83eb25700ac0e74067b7da4cefa,0xe7f4518c3d9442639b28dd334093229918aefd07,bajo,10,1,1,4,18,18,12578844.0,12579183.0,339.0,0.05447916666666667,burn,1.0,13.0,4.0,11.0,2.688814973902831e+20,5.0,0.38461538461538464,0.5
0x8d4b9255f0c3a619eda97a91cb7a183fbca63ee8,0x53b9c60b55bc1f5b3cb399cc44f704c47f2c5fc1,bajo,6,1,1,4,18,18,10919045.0,10919303.0,258.0,0.041712962962962966,burn,1.0,8.0,4.0,4.0,5.144296721900924e+21,7.0,0.875,0.5
0x080e3de4d24cec17f95b18a9e43d6add18186264,0xe502d7a203427499cdb78de7d06a9c7d4d51a447,bajo,17,1,1,6,18,18,12647577.0,12858131.0,210554.0,32.852164351851854,sync,0.0,19.0,3.0,17.0,2.916714484685513e+32,5.0,0.2631578947368421,0.5
0x19daf934ab33527494f37f63ff5d824f84d29286,0xc05f1d7dbe7d190d0ed94aafb35325b3ab3aeda1,bajo,8,1,1,4,18,18,11045691.0,11046216.0,525.0,0.08123842592592592,burn,1.0,10.0,5.0,8.0,5.7785049195234185e+22,5.0,0.5,0.5
0xd79709c67e91e45629a48b2429ce127d109cf41b,0x63cc4c2c44c40693e019c3d3a67fa78c8bd2ee84,bajo,11,1,1,4,18,18,12608477.0,12608554.0,77.0,0.00980324074074074,burn,1.0,14.0,6.0,10.0,3.0227397662129045e+30,7.0,0.5,0.5
0xc01f7dd0adce1e18155800ba1560ef24d3e89e42,0x6d360105fbf001f0cf6602ca47aafd15f63ae58c,bajo,16,1,1,4,18,18,11158409.0,11158519.0,110.0,0.01923611111111111,burn,1.0,18.0,6.0,13.0,6.7418003313592726e+22,8.0,0.4444444444444444,0.5
0xf78f631824a61275fe9fdb35c26530774b81484e,0x59bf9cbfdeed9be038a1fd3f043bb0872d84d0f3,bajo,8,1,1,4,18,18,11136531.0,11148810.0,12279.0,1.8746296296296296,burn,1.0,10.0,5.0,8.0,1.147138596675762e+25,5.0,0.5,0.5
0x43ce5004e23a5557d7de2d42be63220f50e3b70f,0x11c125a0e333e61675ef968beaa93b6ebede82b3,bajo,10,1,1,4,18,18,12573628.0,12573841.0,213.0,0.03275462962962963,burn,1.0,13.0,7.0,9.0,4.997281046402581e+27,7.0,0.5384615384615384,0.5
0x4f89cddc8d3ae47747e6e7b8a12337a05b8c1aad,0xed135dd8521c2d44d398c4bf26b2c99857709660,bajo,12,1,1,4,18,18,12305278.0,12354425.0,49147.0,7.593784722222222,sync,0.0,14.0,4.0,12.0,2.045403890294942e+33,5.0,0.35714285714285715,0.5
0x4dc11c7a594b90a4253d65ba13594512cb9c59fd,0xf345c5cd8261be9485c2b487adebaaf44953ac6c,bajo,25,1,1,4,18,0,12084949.0,12085330.0,381.0,0.06111111111111111,burn,1.0,26.0,10.0,16.0,443548711.0,13.0,0.5,0.5
0xc0bccf461092f774014d0f1907c24a08ffa92182,0xc097edcb4fddfe20f22b49d6721952c7e63f63d3,bajo,24,1,1,4,18,18,12755568.0,12755784.0,216.0,0.03253472222222222,sync,0.0,28.0,10.0,11.0,4.7454671158300174e+30,19.0,0.6785714285714286,0.5
0xda7496e9bebf589a77e36294e6b1037328ffa0a7,0x45e6e9cfae7d51830afee482ffba757f8b4cfc52,bajo,16,1,1,4,18,18,,,,,,,,,,,,,0.5
0x0343638952f6341a8f97ebfdf7a1b33c97285502,0xd5bf85dc2d52334e00fbdac42f1232fc5e21c7cb,bajo,9,1,1,4,18,18,12795198.0,12796321.0,1123.0,0.17238425925925926,burn,1.0,13.0,6.0,7.0,2.4044462640036795e+33,9.0,0.6923076923076923,0.5
0xa8b77ac7b5beea6c6a41505813946124e72782da,0xa2eb8d9584cd7bf4cb71d136b1c1f2300aa3b5c5,bajo,20,1,1,4,18,18,11277317.0,11277349.0,32.0,0.0065625,burn,1.0,24.0,9.0,9.0,6.559312437093446e+23,18.0,0.75,0.5
0xe0b0341b632df6572c97aa4e1a5cb063430905f3,0x874dbb98ab318a433483b83d7ad9536ea716f915,bajo,7,1,1,4,9,18,12741502.0,12743139.0,1637.0,0.24663194444444445,burn,1.0,8.0,4.0,6.0,5.989133239617691e+21,5.0,0.625,0.5
0xbba81818bd837876111ab7d1fd228a5a62eab49f,0x20ee1ac757712398219d760e13eaf7633ce02fcc,bajo,13,1,1,4,18,18,11283643.0,11283943.0,300.0,0.04403935185185185,burn,1.0,15.0,4.0,14.0,2.106031050058166e+21,4.0,0.26666666666666666,0.5
0x6c6c1317a24acb8c8ee19088348ba5b046c850d8,0x31e11ccb03696b8a1515cca9362ca7970d1d8b6e,bajo,9,1,1,4,18,18,12752341.0,12752360.0,19.0,0.0042361111111111115,sync,0.0,12.0,5.0,9.0,4.550495150963936e+21,6.0,0.5,0.5
0x4c01c4c7bb79a59f9c38870348830f2573170841,0xb74e4cf8b958b783b2dc6258c4f6496a59dcbba3,bajo,11,1,1,4,18,18,12677358.0,12698358.0,21000.0,3.276273148148148,burn,1.0,14.0,4.0,13.0,3.313484176584273e+24,4.0,0.2857142857142857,0.5
0xea2c77749a45e2f94a57b0df837cf0e8e37afce8,0x5ebce946c00f46da6ca7123df0bc4b2d3b27b153,bajo,17,1,1,7,18,18,11208511.0,11208743.0,232.0,0.03497685185185185,burn,1.0,35.0,4.0,29.0,2.2677240130725873e+22,9.0,0.2571428571428571,0.5
0xa49ee73545babb272e9f9ee0710880876341fb65,0xfc3964d842cdf7d9189b918993e6a5b543a815f2,bajo,25,2,1,5,18,18,12282261.0,12290792.0,8531.0,1.32,sync,0.0,28.0,12.0,18.0,5.9524525781900855e+29,13.0,0.4642857142857143,0.3333333333333333
0x59b97306f80bdf929d001bcd38394f1910a883f6,0x2abb9d00db52510500c8ac4c426c9029894472c5,bajo,6,1,1,4,1,18,12534754.0,12557431.0,22677.0,3.5038310185185186,burn,1.0,27.0,8.0,13.0,1970499377178.0,14.0,0.5185185185185185,0.5
0x057b76026f20d0062f23f493897bf432a3720fba,0xe3c1c14e069dc260a374307c367754fcef7067e7,bajo,6,1,0,2,18,18,12017279.0,12131966.0,114687.0,17.667824074074073,sync,0.0,8.0,5.0,6.0,2.1006543959107285e+25,5.0,0.625,0.0
0xb794611cd79e209ece2fd5cfe5567d0550139f8d,0x62f24bbc4a8abfbac46302e61419abe6a6a2884b,bajo,26,1,1,4,18,18,12315512.0,12320378.0,4866.0,0.7504282407407408,burn,1.0,28.0,4.0,26.0,1.086377566311789e+27,5.0,0.17857142857142858,0.5
0xa8d94480e07abe42c024f3d646cd6e14d99ef1de,0xec49e0b4a08406d903635ba55c6e9c09adfa0b5f,bajo,13,1,1,4,18,18,10857452.0,10870469.0,13017.0,1.9973958333333333,burn,1.0,15.0,5.0,13.0,1.1273408039041023e+23,5.0,0.3333333333333333,0.5
0x29d3f2a3fe7773345e5e8107897fba1b51af3bf5,0x6ef428f8911482d615fe3e4b68dfdf51acf0223e,bajo,17,1,1,4,18,18,12531019.0,12531427.0,408.0,0.06384259259259259,burn,1.0,20.0,8.0,16.0,3.962930868758008e+31,7.0,0.35,0.5
0x4b7c84c153ba8775d57d0f51f360fb0574543732,0x2287bb7b992ae62963b365e4e254aaddace5f2f1,bajo,26,1,1,4,18,18,11093318.0,11096204.0,2886.0,0.44425925925925924,burn,1.0,30.0,4.0,16.0,4.1125409042920455e+24,17.0,0.5666666666666667,0.5
0x5abbc66fe2e808de5d7ba3a832387903e00f04ef,0xe43f4f7c88bf08946350c532d1e2afd28d311865,bajo,13,1,1,4,18,18,12473101.0,12473203.0,102.0,0.015960648148148147,burn,1.0,16.0,5.0,13.0,2.821788251108336e+33,6.0,0.375,0.5
0x2899b2f47731b41a999c2bd20eebf3642e041db0,0x3076942ad5d708f4b09b95fedb8758ce0465f53f,bajo,6,1,1,4,18,18,10810342.0,10810451.0,109.0,0.016921296296296295,burn,1.0,17.0,6.0,14.0,2.0539364496539127e+23,6.0,0.35294117647058826,0.5
0xdfaafab9e1db11c523d8abdbc00d4be603e85170,0x3d1f420949cd21ad41daa9a2893248bca79e1123,bajo,9,1,1,4,18,18,10865071.0,10866319.0,1248.0,0.1882638888888889,burn,1.0,11.0,5.0,9.0,1.789489359463901e+23,5.0,0.45454545454545453,0.5
0x095348b997cd480bc7c67f4944d8f3d4ed8fc108,0x0c59963805cbd264025af766dd4e566ab45d0bb4,bajo,22,1,1,4,18,18,11080293.0,11080630.0,337.0,0.05443287037037037,burn,1.0,23.0,5.0,19.0,2.2484125743891405e+25,7.0,0.30434782608695654,0.5
0x62ecf6e628d4d2d8e2aaeae2705b45a7f421f8fe,0x1a7f0b3af6e9e9953f4b61ecb2791e55dc7dcb19,bajo,12,1,1,4,18,18,12099119.0,12099294.0,175.0,0.024710648148148148,burn,1.0,62.0,9.0,16.0,3.977272441676926e+25,47.0,0.7580645161290323,0.5
0xccd5d43e66f3e5ade376d2e894893cbf34855ad8,0x084eec254f0c8f8e4d3de68593772ed82ddf4edf,bajo,18,1,1,4,18,18,10669299.0,10671028.0,1729.0,0.26873842592592595,burn,1.0,20.0,10.0,13.0,3.124106597443105e+25,10.0,0.5,0.5
0x4f75501bf846c4b40164339ddce098bc4be33511,0x9c4a3f8197d684d458092ec3ec3b993505d7b8c8,bajo,7,1,1,4,18,18,11444518.0,11444568.0,50.0,0.008425925925925925,burn,1.0,8.0,4.0,5.0,1.3918820507100555e+23,6.0,0.75,0.5
0xc1f0ef6e1d887f3f6c2ee5771acb8b72b0866d45,0x2ed436d3043cdf262250018e4d2c1dec06d80a21,bajo,6,3,3,10,18,18,11696443.0,12688749.0,992306.0,153.10542824074074,burn,1.0,76.0,4.0,59.0,1.0000002015754101e+33,10.0,0.13157894736842105,0.75
0xd3069ad4145b7ac20b78b175fdb5b7785c0aa83c,0xa9337bb01c60310f5a8f801b3ad35d71abfc8363,bajo,20,1,1,4,18,18,12617734.0,12617800.0,66.0,0.008657407407407407,burn,1.0,23.0,8.0,18.0,3.0162378877288494e+33,8.0,0.34782608695652173,0.5
0x540b787641863619850ccc5d55bdea9c145fd3ac,0x39543addfcbe4dd8d78531817a2cff2e6fb38517,bajo,8,1,1,4,18,18,12852014.0,12857541.0,5527.0,0.8618865740740741,burn,1.0,10.0,6.0,7.0,4.183655373231397e+32,6.0,0.6,0.5
0x5aeda56547913bc68bfbf7d466d0aeb630b027be,0x7c5a870e21102e2f44e01e67260eff42e4d4011f,bajo,18,1,1,4,18,18,12846264.0,12846355.0,91.0,0.013645833333333333,burn,1.0,20.0,6.0,14.0,4.4832401586773726e+30,8.0,0.4,0.5
0x2459839562ae9cd623301d6a3cab70bd9a3d5bda,0x82e3224c6ff120a8ab149b859a8318547e21660f,bajo,8,1,1,4,18,18,10969819.0,10977095.0,7276.0,1.1288541666666667,burn,1.0,10.0,6.0,7.0,1.2793814411367155e+23,6.0,0.6,0.5
0x292352b5dd9c4ae97cf59a34ccb580071f75701a,0xc6fcc6b8fce9d098f458d538faee13e21d0b81bd,bajo,8,1,1,4,18,18,12629102.0,12629476.0,374.0,0.05379629629629629,burn,1.0,10.0,4.0,9.0,3956485307265453.0,4.0,0.4,0.5
0x4f5a807289eaa7b7b4058ace7f6eec51f2d39a9d,0xbec4a69d6a5fbcb2303c13d24ea1a51a6f19bd12,bajo,26,2,0,3,18,18,10556331.0,12718738.0,2162407.0,333.1330439814815,sync,0.0,1027.0,236.0,561.0,706939422.0,113.0,0.11002921129503408,0.0
0x07ffb375b722029417b3ac47e7bb12171ec3c951,0xa5d680683dbab761204ead76d8f3504eb5b5a2ed,bajo,6,1,1,4,18,18,12484581.0,12488620.0,4039.0,0.6212615740740741,burn,1.0,10.0,5.0,6.0,1.2501313863720076e+30,7.0,0.7,0.5
0x78aa942faf1a44b225a000516565d179228420f5,0x0dad0a14a04d4bcf04a1507a0e1a6631adb36fda,bajo,14,2,1,5,18,18,11092318.0,11093116.0,798.0,0.1246875,burn,1.0,17.0,7.0,8.0,1.6351834690588844e+22,11.0,0.6470588235294118,0.3333333333333333
0x5e5572c6244596b0c707ce15ce430f10727eb4f1,0x3a43a35dbad2b2afcfcf58a63cff8d2799ae8186,bajo,16,1,1,4,18,18,10619920.0,10623669.0,3749.0,0.5751967592592593,burn,1.0,21.0,7.0,14.0,1.3895824989743925e+25,10.0,0.47619047619047616,0.5
0xd2b0ed39a1bc115fb8fd8af9e9cc926ad240973e,0x6f84c5e72a91628c8cf638df72566ed4699a6675,bajo,6,1,1,4,18,18,11043766.0,11043837.0,71.0,0.010532407407407407,burn,1.0,10.0,5.0,8.0,2.628045022538016e+22,5.0,0.5,0.5
0x683d505a5952beae42068d5c28a1fc3f1fa9b7a1,0xe2f37a8209ecc5017c3c55bcc8cc2d3d07929479,bajo,9,1,1,4,18,18,10765463.0,10765476.0,13.0,0.002638888888888889,burn,1.0,13.0,6.0,12.0,1.7872435290477746e+23,4.0,0.3076923076923077,0.5
0x98947a7ed6bab9748b54712bf7ca58ccd914b6b6,0xbf686da68323d0425f2b0d7e33d3fa11b1239132,bajo,7,1,0,2,18,18,12280390.0,13061597.0,781207.0,121.4057175925926,sync,0.0,22.0,5.0,10.0,1.075650963112801e+23,15.0,0.6818181818181818,0.0
0x590a0a0bb5336432b8e7aff8fc6a8c480f1c457b,0x5fdd138af6ae54643675bbab3b63c848df028eac,bajo,11,1,1,4,18,18,12669796.0,12670380.0,584.0,0.08984953703703703,burn,1.0,12.0,3.0,12.0,5.964938146844154e+32,3.0,0.25,0.5
0xa13c1d775688fc575be51a369180321ada96edf3,0xa707b8feee54432a1a7ab9743e69941585b08215,bajo,20,1,1,4,18,18,10890509.0,10891113.0,604.0,0.09194444444444444,burn,1.0,25.0,7.0,13.0,1.1752614506080526e+23,13.0,0.52,0.5
0x42d9eae4bf525dea8e6488aadf707dea9ff3fa80,0xf30ce6cbbb269aeaf7a180b971d47c23223cd551,bajo,16,1,1,4,18,18,12234526.0,12241103.0,6577.0,1.0197685185185186,burn,1.0,21.0,10.0,11.0,3.053368210596676e+20,12.0,0.5714285714285714,0.5
0x1bb4008a5cbca68d61ac433e87883f71ced69e12,0x428f7fa1bfbb1222db5aeb74bc66efe40eb71164,bajo,17,1,0,2,18,18,12328578.0,12601669.0,273091.0,42.26875,sync,0.0,18.0,6.0,8.0,6.315420647158257e+22,13.0,0.7222222222222222,0.0
0x5eb38836d10c0f30e9dd8f41f70b66f9c8d932d4,0x60687d1048e9147ec0d19abeed5d0c55f1cfce76,bajo,6,1,1,4,18,18,11184964.0,11316242.0,131278.0,20.153506944444445,burn,1.0,9.0,6.0,6.0,5.936734290264062e+21,6.0,0.6666666666666666,0.5
0x202e4081d4daebe8882217fc981d612284fc88e5,0xea3ba3ec648bb466d6af14e2c6aaf6bc80493e85,bajo,18,1,1,4,18,18,11209340.0,11209717.0,377.0,0.05709490740740741,burn,1.0,20.0,8.0,13.0,2.1001471648290663e+23,10.0,0.5,0.5
0x59e83c3ab20ac26f0baf8b67ee5c2eb80d9a493b,0x8e61d0ee729d80dd9360ff8cf9cb90ca13e77101,bajo,14,1,1,4,18,18,11114495.0,11114749.0,254.0,0.03900462962962963,sync,0.0,17.0,7.0,8.0,3.7552372141035325e+21,11.0,0.6470588235294118,0.5
0x5115c902a959bf75508a7129596036810135876e,0x4055c13999d214b5e38d8f8fa5399d07019060b6,bajo,21,1,1,4,18,18,12817297.0,12820963.0,3666.0,0.5724652777777778,burn,1.0,23.0,4.0,22.0,3.302424775478875e+30,4.0,0.17391304347826086,0.5
0xff6d232d15fab8044a3351f3015e20897d51b9b8,0x63eebc3163f35aa945d7fccf9eacf3af938b4215,bajo,9,1,1,4,18,18,10808081.0,10808169.0,88.0,0.013113425925925926,burn,1.0,11.0,7.0,7.0,8.013959882595253e+22,7.0,0.6363636363636364,0.5
0x6667a69926b1d56917da40b3af0f291479c12c14,0xb508623fda378f788cd9b0bd6a20ff9d294c34ca,bajo,6,1,1,4,18,18,12295541.0,12296626.0,1085.0,0.1733449074074074,burn,1.0,10.0,5.0,7.0,2.4723146484714537e+32,6.0,0.6,0.5
0x603543d84238b1c51dd648f3d4bd702e909e8d61,0x752f0c560d38f9a7dee01e07409b4c4c956b0d7a,bajo,11,1,1,4,18,18,12335032.0,12335070.0,38.0,0.005092592592592593,burn,1.0,17.0,8.0,11.0,3.3180622828544976e+20,9.0,0.5294117647058824,0.5
0x7c85eb3bc6b257eb96e53c5bf8ff22abb5f2507c,0xe712322c9c113408fb04230bb188541165447666,bajo,22,2,1,5,18,18,10418847.0,10426367.0,7520.0,1.1723263888888888,sync,0.0,27.0,11.0,17.0,3.422319480797662e+26,12.0,0.4444444444444444,0.3333333333333333
0x9921da01346d47a7b7be181194837a18e978f4c3,0xe60e7c87a5f233ba40434c9098fe6483a51fd890,bajo,18,1,1,4,18,18,11179366.0,11179473.0,107.0,0.014664351851851852,burn,1.0,20.0,6.0,14.0,1.4259342657873265e+23,9.0,0.45,0.5
0xf3711a2e551ebb21e2650f553c8bc2a40ef851ce,0x551cb1fc320857ca85b5026b1b4d6d2e17ef05e4,bajo,8,1,1,4,18,18,12617187.0,12617239.0,52.0,0.0067708333333333336,burn,1.0,11.0,5.0,8.0,3.001089520476697e+28,6.0,0.5454545454545454,0.5
0x7225d0c3a7041e2bc9574a65362b76586842c6e9,0xf1ff0665a9e4648c0e6a45d05f395ef057c510a2,bajo,18,1,1,4,18,18,11043678.0,11050340.0,6662.0,1.0133564814814815,burn,1.0,20.0,5.0,14.0,6.383834946437581e+24,8.0,0.4,0.5
0x9b5db806db0d5bdf6d111fa724f4fdd0a4e9a435,0xf05b21036802777a986a20546cd9e66226002975,bajo,25,1,1,4,18,9,12652320.0,12653802.0,1482.0,0.23054398148148147,burn,1.0,27.0,7.0,22.0,3.825588051204477e+21,8.0,0.2962962962962963,0.5
0x23966a111d2e9cb2c2acc641ca5b4c1fc782e4c0,0xf25e12ad119aebf0b7d7ac48e716066411c4882d,bajo,26,1,1,4,18,18,12848083.0,12850585.0,2502.0,0.3995138888888889,burn,1.0,29.0,4.0,24.0,2.7567169218198278e+32,8.0,0.27586206896551724,0.5
0x650ecfe6c80c625e211ce2adaaf2298957556ab6,0x504389196a86272812150924cc86ff8c6e9541dd,bajo,12,1,1,4,18,18,10687330.0,12248154.0,1560824.0,240.0318287037037,sync,0.0,15.0,6.0,10.0,1.301838497877726e+26,7.0,0.4666666666666667,0.5
0x9f1cc58408365159f55998b2e9619fa4eaa225cf,0x421a464ee7f0987d1b008280967a57bfa5921ea1,bajo,11,1,1,4,18,18,11020116.0,11024649.0,4533.0,0.7039699074074074,burn,1.0,43.0,4.0,39.0,7.526930593051565e+20,7.0,0.16279069767441862,0.5
0x732097e8bfedb4fad43914793760a3ddb9387626,0x27ca55f6262f6b7bb824dcc01531ebf4854fca31,bajo,17,1,1,4,18,18,12830987.0,12830998.0,11.0,0.0011805555555555556,burn,1.0,20.0,5.0,19.0,4.4173516157629803e+27,4.0,0.2,0.5
0x6de379a045899413f616666ed03bf5114e933a96,0x4b3e3b17c1c453dc30bec1532116855479e16b48,bajo,14,1,1,4,18,18,10720250.0,10720268.0,18.0,0.0021412037037037038,burn,1.0,16.0,9.0,10.0,2.0679510976653176e+23,9.0,0.5625,0.5
0x5eab9c22a320b7992ce1a28c3e9a867cff16eab4,0xf678355d3efb31fc8a656fbb1a8f5e8dd6218e9a,bajo,25,1,0,4,18,18,11226519.0,11231698.0,5179.0,0.804849537037037,sync,0.0,30.0,10.0,14.0,1.1001169880590159e+26,16.0,0.5333333333333333,0.0
0xe678042534853d569f5fad48661e9a28b88cb6db,0xe34f3ecec8543a4b5ce320daa13179b5bbf45dfe,bajo,7,4,2,9,18,18,11040040.0,11041862.0,1822.0,0.28056712962962965,burn,1.0,15.0,4.0,9.0,5.49029273985163e+21,9.0,0.6,0.4
0x7a63e29cdc8f23d79667643fff367a3b340f4499,0xe9fde9a41526b5f807f5cc03b998c539031a4465,bajo,14,1,1,4,18,18,12803440.0,12803586.0,146.0,0.02125,burn,1.0,15.0,5.0,5.0,3.0818176542258454e+21,11.0,0.7333333333333333,0.5
0x6497f6530c7363133af7615f14cd513d4438d83c,0xfdbfed4f885a3a4366bf03ff45b8ed03daa7493f,bajo,20,1,0,2,18,18,11296080.0,11380409.0,84329.0,12.9478125,sync,0.0,39.0,9.0,18.0,4.907494423801903e+21,22.0,0.5641025641025641,0.0
0xf7df0a24ac1c145a388a2ee74b92eac748de9db0,0xd70a71c57ec1a1f497ea33123918e74975fe04ae,bajo,6,1,1,6,18,18,11167485.0,11167997.0,512.0,0.07641203703703704,burn,1.0,17.0,4.0,8.0,1.6259547985820944e+22,12.0,0.7058823529411765,0.5
0xf5c58c547b601a39333841399db723a122e9fbce,0xa65c0f468c6e679a5034d7dbd86cbed0040e8f7d,bajo,17,1,1,4,18,18,10538706.0,10538871.0,165.0,0.023425925925925926,burn,1.0,21.0,4.0,14.0,3.445243897885972e+25,6.0,0.2857142857142857,0.5
0x647f04e898bdaf119f8218118ddf50f26d308190,0x0fa9cb94cc0c86af5f5d4d24683eebfb782dbaa1,bajo,8,1,1,4,18,18,11195759.0,11197126.0,1367.0,0.20430555555555555,burn,1.0,112.0,4.0,111.0,5.3749057674747944e+23,4.0,0.03571428571428571,0.5
